orig.ident	nCount_RNA	nFeature_RNA	percent.mt	S.Score	G2M.Score	Phase	old.ident	Sample.ID	Sample.name	Condition	RDS	Time	Day	Replicate	Batch	Dissection	Genotype	Multiplexing	Directory	Chip.10x.type	pretty.geno	RNA_snn_res.0.4	seurat_clusters	Fate	FateColor	UMAP_1	UMAP_2	Hoxa9	Hoxb9	Hoxc9	Hoxd9	Hoxa10	Hoxc10	Hoxd10	Hoxb13	Chl1
144h.Deli9-13_het.rep1	23380	5567	2.38237810094098	-0.0605715209423374	0.151382460068105	G2M	144h.Deli9-13_het.rep1	2	144h.Deli9-13_het.rep1	Whole_144h_Gastruloid_Deli9-13_het	144h.Deli9-13_het.rep1	144h	6 days	1	2	Whole	129sv.WT/HoxB_Deli9-13	NA	144h.Deli9-13_het.rep1	V3	HoxBDel(i9-13)/+	3	3	NMP	#DAE3F3	0.872442808178427	5.07507972336069	4	3	6	3	1	4	0	1	0
144h.Deli9-13_het.rep1	17337	4608	1.96689161908058	-0.291703180786482	0.153367079642464	G2M	144h.Deli9-13_het.rep1	2	144h.Deli9-13_het.rep1	Whole_144h_Gastruloid_Deli9-13_het	144h.Deli9-13_het.rep1	144h	6 days	1	2	Whole	129sv.WT/HoxB_Deli9-13	NA	144h.Deli9-13_het.rep1	V3	HoxBDel(i9-13)/+	3	3	NMP	#DAE3F3	-2.21829514560365	3.7692330322291	2	14	3	0	0	15	2	8	0
144h.Deli9-13_het.rep1	23777	5241	1.77482441014426	-0.149080262241921	0.0380840814091954	G2M	144h.Deli9-13_het.rep1	2	144h.Deli9-13_het.rep1	Whole_144h_Gastruloid_Deli9-13_het	144h.Deli9-13_het.rep1	144h	6 days	1	2	Whole	129sv.WT/HoxB_Deli9-13	NA	144h.Deli9-13_het.rep1	V3	HoxBDel(i9-13)/+	3	3	NMP	#DAE3F3	0.311804246333601	4.83230833626047	0	7	4	7	2	4	1	1	0
144h.Deli9-13_het.rep1	17329	4395	1.79467943909054	0.0143849303099929	-0.253225160255885	S	144h.Deli9-13_het.rep1	2	144h.Deli9-13_het.rep1	Whole_144h_Gastruloid_Deli9-13_het	144h.Deli9-13_het.rep1	144h	6 days	1	2	Whole	129sv.WT/HoxB_Deli9-13	NA	144h.Deli9-13_het.rep1	V3	HoxBDel(i9-13)/+	3	3	NMP	#DAE3F3	-1.96955399570131	4.68350009536997	3	6	3	1	0	4	1	1	0
144h.Deli9-13_het.rep1	12536	3958	1.84269304403318	0.00382543986131856	-0.212307212098157	S	144h.Deli9-13_het.rep1	2	144h.Deli9-13_het.rep1	Whole_144h_Gastruloid_Deli9-13_het	144h.Deli9-13_het.rep1	144h	6 days	1	2	Whole	129sv.WT/HoxB_Deli9-13	NA	144h.Deli9-13_het.rep1	V3	HoxBDel(i9-13)/+	3	3	NMP	#DAE3F3	-1.85397129115724	4.38874725914255	2	7	2	1	1	9	0	3	0
144h.Deli9-13_het.rep1	21804	5000	1.89873417721519	-0.054065609497511	0.0772328351526618	G2M	144h.Deli9-13_het.rep1	2	144h.Deli9-13_het.rep1	Whole_144h_Gastruloid_Deli9-13_het	144h.Deli9-13_het.rep1	144h	6 days	1	2	Whole	129sv.WT/HoxB_Deli9-13	NA	144h.Deli9-13_het.rep1	V3	HoxBDel(i9-13)/+	3	3	NMP	#DAE3F3	-1.98852305469179	4.37917236900583	1	7	2	2	0	4	1	9	0
144h.Deli9-13_het.rep1	18240	4720	1.90789473684211	-0.173878128121136	0.110929858795308	G2M	144h.Deli9-13_het.rep1	2	144h.Deli9-13_het.rep1	Whole_144h_Gastruloid_Deli9-13_het	144h.Deli9-13_het.rep1	144h	6 days	1	2	Whole	129sv.WT/HoxB_Deli9-13	NA	144h.Deli9-13_het.rep1	V3	HoxBDel(i9-13)/+	3	3	NMP	#DAE3F3	-2.07242422160768	4.42525987243906	2	5	8	0	0	9	2	2	0
144h.Deli9-13_het.rep1	14764	4307	2.39095096179897	-0.213043457783757	0.202059610630343	G2M	144h.Deli9-13_het.rep1	2	144h.Deli9-13_het.rep1	Whole_144h_Gastruloid_Deli9-13_het	144h.Deli9-13_het.rep1	144h	6 days	1	2	Whole	129sv.WT/HoxB_Deli9-13	NA	144h.Deli9-13_het.rep1	V3	HoxBDel(i9-13)/+	3	3	NMP	#DAE3F3	-0.397511768909929	4.77516131019846	2	4	5	2	0	6	0	1	0
144h.Deli9-13_het.rep1	13950	4286	1.97132616487455	-0.236842015161374	0.30037085970291	G2M	144h.Deli9-13_het.rep1	2	144h.Deli9-13_het.rep1	Whole_144h_Gastruloid_Deli9-13_het	144h.Deli9-13_het.rep1	144h	6 days	1	2	Whole	129sv.WT/HoxB_Deli9-13	NA	144h.Deli9-13_het.rep1	V3	HoxBDel(i9-13)/+	3	3	NMP	#DAE3F3	-0.267052698704241	5.10303477859751	1	4	2	0	0	3	0	0	0
144h.Deli9-13_het.rep1	25321	5422	2.03388491765728	-0.0430697308821608	0.214863463948245	G2M	144h.Deli9-13_het.rep1	2	144h.Deli9-13_het.rep1	Whole_144h_Gastruloid_Deli9-13_het	144h.Deli9-13_het.rep1	144h	6 days	1	2	Whole	129sv.WT/HoxB_Deli9-13	NA	144h.Deli9-13_het.rep1	V3	HoxBDel(i9-13)/+	3	3	NMP	#DAE3F3	-2.32180624065065	3.98939137077585	5	9	4	4	3	0	0	3	0
144h.Deli9-13_het.rep1	13738	3834	3.09360896782647	0.0286737511765249	-0.332933564645347	S	144h.Deli9-13_het.rep1	2	144h.Deli9-13_het.rep1	Whole_144h_Gastruloid_Deli9-13_het	144h.Deli9-13_het.rep1	144h	6 days	1	2	Whole	129sv.WT/HoxB_Deli9-13	NA	144h.Deli9-13_het.rep1	V3	HoxBDel(i9-13)/+	3	3	NMP	#DAE3F3	-0.264576244923113	4.79787568664804	1	3	2	0	2	1	0	0	0
144h.Deli9-13_het.rep1	10517	3530	1.61643054102881	-0.0206670846687754	-0.337744108484109	G1	144h.Deli9-13_het.rep1	2	144h.Deli9-13_het.rep1	Whole_144h_Gastruloid_Deli9-13_het	144h.Deli9-13_het.rep1	144h	6 days	1	2	Whole	129sv.WT/HoxB_Deli9-13	NA	144h.Deli9-13_het.rep1	V3	HoxBDel(i9-13)/+	3	3	NMP	#DAE3F3	-1.47779040393495	5.16406135177866	3	4	6	1	1	2	1	4	0
144h.Deli9-13_het.rep1	21147	5246	2.23672388518466	-0.0213191044765337	0.162648057409675	G2M	144h.Deli9-13_het.rep1	2	144h.Deli9-13_het.rep1	Whole_144h_Gastruloid_Deli9-13_het	144h.Deli9-13_het.rep1	144h	6 days	1	2	Whole	129sv.WT/HoxB_Deli9-13	NA	144h.Deli9-13_het.rep1	V3	HoxBDel(i9-13)/+	3	3	NMP	#DAE3F3	-1.84612016734743	4.37340764618173	3	5	2	1	1	14	0	7	0
144h.Deli9-13_het.rep1	16023	4212	2.32166260999813	-0.0213060237541292	-0.1759889246526	G1	144h.Deli9-13_het.rep1	2	144h.Deli9-13_het.rep1	Whole_144h_Gastruloid_Deli9-13_het	144h.Deli9-13_het.rep1	144h	6 days	1	2	Whole	129sv.WT/HoxB_Deli9-13	NA	144h.Deli9-13_het.rep1	V3	HoxBDel(i9-13)/+	3	3	NMP	#DAE3F3	-0.530668426128863	5.14245347595468	2	7	4	1	3	8	0	1	0
144h.Deli9-13_het.rep1	13678	3885	2.28834624945167	0.0448104125055505	-0.164085387461563	S	144h.Deli9-13_het.rep1	2	144h.Deli9-13_het.rep1	Whole_144h_Gastruloid_Deli9-13_het	144h.Deli9-13_het.rep1	144h	6 days	1	2	Whole	129sv.WT/HoxB_Deli9-13	NA	144h.Deli9-13_het.rep1	V3	HoxBDel(i9-13)/+	3	3	NMP	#DAE3F3	-1.06665496883058	4.97335748291269	5	2	4	1	1	9	0	3	0
144h.Deli9-13_het.rep1	15150	4469	2.11221122112211	-0.175926704704256	0.36369038465369	G2M	144h.Deli9-13_het.rep1	2	144h.Deli9-13_het.rep1	Whole_144h_Gastruloid_Deli9-13_het	144h.Deli9-13_het.rep1	144h	6 days	1	2	Whole	129sv.WT/HoxB_Deli9-13	NA	144h.Deli9-13_het.rep1	V3	HoxBDel(i9-13)/+	3	3	NMP	#DAE3F3	-2.58645205554628	4.14345674133554	2	14	4	1	0	5	0	3	0
144h.Deli9-13_het.rep1	14330	4160	1.85624563852059	-0.163109106036008	0.299554209856817	G2M	144h.Deli9-13_het.rep1	2	144h.Deli9-13_het.rep1	Whole_144h_Gastruloid_Deli9-13_het	144h.Deli9-13_het.rep1	144h	6 days	1	2	Whole	129sv.WT/HoxB_Deli9-13	NA	144h.Deli9-13_het.rep1	V3	HoxBDel(i9-13)/+	3	3	NMP	#DAE3F3	-0.97593646106386	5.36104135132089	2	5	5	2	0	7	0	1	0
144h.Deli9-13_het.rep1	11929	3486	2.28015759912818	-0.148517314845354	-0.288178818537513	G1	144h.Deli9-13_het.rep1	2	144h.Deli9-13_het.rep1	Whole_144h_Gastruloid_Deli9-13_het	144h.Deli9-13_het.rep1	144h	6 days	1	2	Whole	129sv.WT/HoxB_Deli9-13	NA	144h.Deli9-13_het.rep1	V3	HoxBDel(i9-13)/+	3	3	NMP	#DAE3F3	-1.65404086169863	4.19331793403879	0	1	6	0	1	10	0	6	0
144h.Deli9-13_het.rep1	18719	4766	1.640044874192	-0.0468520964487529	-0.0620285001543883	G1	144h.Deli9-13_het.rep1	2	144h.Deli9-13_het.rep1	Whole_144h_Gastruloid_Deli9-13_het	144h.Deli9-13_het.rep1	144h	6 days	1	2	Whole	129sv.WT/HoxB_Deli9-13	NA	144h.Deli9-13_het.rep1	V3	HoxBDel(i9-13)/+	3	3	NMP	#DAE3F3	-1.55359296855593	4.45286230659738	3	3	4	2	1	7	1	0	0
144h.Deli9-13_het.rep1	15093	4281	1.78228317763201	0.0406904404292642	-0.112074480128232	S	144h.Deli9-13_het.rep1	2	144h.Deli9-13_het.rep1	Whole_144h_Gastruloid_Deli9-13_het	144h.Deli9-13_het.rep1	144h	6 days	1	2	Whole	129sv.WT/HoxB_Deli9-13	NA	144h.Deli9-13_het.rep1	V3	HoxBDel(i9-13)/+	3	3	NMP	#DAE3F3	0.699243854907514	4.759801670077	3	15	3	4	1	8	1	0	0
144h.Deli9-13_het.rep1	13304	4116	2.00691521346963	0.16789102434727	-0.111033103948918	S	144h.Deli9-13_het.rep1	2	144h.Deli9-13_het.rep1	Whole_144h_Gastruloid_Deli9-13_het	144h.Deli9-13_het.rep1	144h	6 days	1	2	Whole	129sv.WT/HoxB_Deli9-13	NA	144h.Deli9-13_het.rep1	V3	HoxBDel(i9-13)/+	3	3	NMP	#DAE3F3	-2.58768563327455	4.28349403953806	3	7	2	0	0	7	0	3	0
144h.Deli9-13_het.rep1	12730	3735	1.94029850746269	-0.195518394108546	-0.133756686877677	G1	144h.Deli9-13_het.rep1	2	144h.Deli9-13_het.rep1	Whole_144h_Gastruloid_Deli9-13_het	144h.Deli9-13_het.rep1	144h	6 days	1	2	Whole	129sv.WT/HoxB_Deli9-13	NA	144h.Deli9-13_het.rep1	V3	HoxBDel(i9-13)/+	3	3	NMP	#DAE3F3	-0.381620812984942	4.5056992015864	0	4	4	2	1	16	0	6	0
144h.Deli9-13_het.rep1	17740	4761	2.36753100338219	-0.0797797092122866	0.200342235727185	G2M	144h.Deli9-13_het.rep1	2	144h.Deli9-13_het.rep1	Whole_144h_Gastruloid_Deli9-13_het	144h.Deli9-13_het.rep1	144h	6 days	1	2	Whole	129sv.WT/HoxB_Deli9-13	NA	144h.Deli9-13_het.rep1	V3	HoxBDel(i9-13)/+	3	3	NMP	#DAE3F3	-1.78915100154543	4.21632532692209	1	3	5	3	1	3	1	4	0
144h.Deli9-13_het.rep1	22976	5256	1.85846100278552	-0.0978392913425713	-0.144259346275972	G1	144h.Deli9-13_het.rep1	2	144h.Deli9-13_het.rep1	Whole_144h_Gastruloid_Deli9-13_het	144h.Deli9-13_het.rep1	144h	6 days	1	2	Whole	129sv.WT/HoxB_Deli9-13	NA	144h.Deli9-13_het.rep1	V3	HoxBDel(i9-13)/+	3	3	NMP	#DAE3F3	0.406499158767225	5.31163196182504	1	9	8	4	1	3	0	5	0
144h.Deli9-13_het.rep1	11882	3693	1.93570106042754	-0.260792843270199	-0.41066932483074	G1	144h.Deli9-13_het.rep1	2	144h.Deli9-13_het.rep1	Whole_144h_Gastruloid_Deli9-13_het	144h.Deli9-13_het.rep1	144h	6 days	1	2	Whole	129sv.WT/HoxB_Deli9-13	NA	144h.Deli9-13_het.rep1	V3	HoxBDel(i9-13)/+	3	3	NMP	#DAE3F3	0.54693050327635	4.74033836937204	0	3	3	2	0	2	0	0	0
144h.Deli9-13_het.rep1	21535	5199	2.12212677037381	-0.148966112706943	0.339870672170454	G2M	144h.Deli9-13_het.rep1	2	144h.Deli9-13_het.rep1	Whole_144h_Gastruloid_Deli9-13_het	144h.Deli9-13_het.rep1	144h	6 days	1	2	Whole	129sv.WT/HoxB_Deli9-13	NA	144h.Deli9-13_het.rep1	V3	HoxBDel(i9-13)/+	3	3	NMP	#DAE3F3	-2.03007583675051	4.33650998687998	1	9	1	2	0	15	0	1	0
144h.Deli9-13_het.rep1	13829	3860	1.95241882999494	-0.059498021547657	-0.186303250275071	G1	144h.Deli9-13_het.rep1	2	144h.Deli9-13_het.rep1	Whole_144h_Gastruloid_Deli9-13_het	144h.Deli9-13_het.rep1	144h	6 days	1	2	Whole	129sv.WT/HoxB_Deli9-13	NA	144h.Deli9-13_het.rep1	V3	HoxBDel(i9-13)/+	3	3	NMP	#DAE3F3	-0.167368817898272	4.83102826690927	3	1	3	1	3	4	0	0	0
144h.Deli9-13_het.rep1	13216	4037	2.04297820823245	0.0253771611061595	-0.281122509717228	S	144h.Deli9-13_het.rep1	2	144h.Deli9-13_het.rep1	Whole_144h_Gastruloid_Deli9-13_het	144h.Deli9-13_het.rep1	144h	6 days	1	2	Whole	129sv.WT/HoxB_Deli9-13	NA	144h.Deli9-13_het.rep1	V3	HoxBDel(i9-13)/+	3	3	NMP	#DAE3F3	0.257034015086653	5.0027363739039	3	6	7	2	1	4	1	3	0
144h.Deli9-13_het.rep1	23715	5421	2.14210415348935	-0.133196680720517	0.308732791539564	G2M	144h.Deli9-13_het.rep1	2	144h.Deli9-13_het.rep1	Whole_144h_Gastruloid_Deli9-13_het	144h.Deli9-13_het.rep1	144h	6 days	1	2	Whole	129sv.WT/HoxB_Deli9-13	NA	144h.Deli9-13_het.rep1	V3	HoxBDel(i9-13)/+	3	3	NMP	#DAE3F3	-0.7043272739377	4.84391145324961	0	5	4	6	2	8	2	7	0
144h.Deli9-13_het.rep1	14155	4268	2.02755210173084	0.113049086689759	-0.176376719779438	S	144h.Deli9-13_het.rep1	2	144h.Deli9-13_het.rep1	Whole_144h_Gastruloid_Deli9-13_het	144h.Deli9-13_het.rep1	144h	6 days	1	2	Whole	129sv.WT/HoxB_Deli9-13	NA	144h.Deli9-13_het.rep1	V3	HoxBDel(i9-13)/+	3	3	NMP	#DAE3F3	0.486575734046461	4.85105042076364	0	0	6	2	1	7	2	0	0
144h.Deli9-13_het.rep1	20128	5104	1.60472972972973	-0.12076517445887	0.0856371421797861	G2M	144h.Deli9-13_het.rep1	2	144h.Deli9-13_het.rep1	Whole_144h_Gastruloid_Deli9-13_het	144h.Deli9-13_het.rep1	144h	6 days	1	2	Whole	129sv.WT/HoxB_Deli9-13	NA	144h.Deli9-13_het.rep1	V3	HoxBDel(i9-13)/+	3	3	NMP	#DAE3F3	-0.922285605045794	4.60672120666757	3	2	5	0	1	12	0	0	0
144h.Deli9-13_het.rep1	21737	5195	2.46584165248194	-0.11979297178453	0.088935327580997	G2M	144h.Deli9-13_het.rep1	2	144h.Deli9-13_het.rep1	Whole_144h_Gastruloid_Deli9-13_het	144h.Deli9-13_het.rep1	144h	6 days	1	2	Whole	129sv.WT/HoxB_Deli9-13	NA	144h.Deli9-13_het.rep1	V3	HoxBDel(i9-13)/+	3	3	NMP	#DAE3F3	-1.34147291240358	5.17660026169077	1	11	6	0	0	9	0	19	0
144h.Deli9-13_het.rep1	28084	5599	2.06523287281014	-0.0347055596865101	-0.143694108391382	G1	144h.Deli9-13_het.rep1	2	144h.Deli9-13_het.rep1	Whole_144h_Gastruloid_Deli9-13_het	144h.Deli9-13_het.rep1	144h	6 days	1	2	Whole	129sv.WT/HoxB_Deli9-13	NA	144h.Deli9-13_het.rep1	V3	HoxBDel(i9-13)/+	3	3	NMP	#DAE3F3	-1.55936985072756	5.11242799377695	1	7	9	0	3	13	0	12	0
144h.Deli9-13_het.rep1	21234	5107	1.85080531223509	-0.188928758909744	0.143580540578446	G2M	144h.Deli9-13_het.rep1	2	144h.Deli9-13_het.rep1	Whole_144h_Gastruloid_Deli9-13_het	144h.Deli9-13_het.rep1	144h	6 days	1	2	Whole	129sv.WT/HoxB_Deli9-13	NA	144h.Deli9-13_het.rep1	V3	HoxBDel(i9-13)/+	3	3	NMP	#DAE3F3	-1.3375995641675	4.63798789596811	1	6	3	4	2	8	1	9	0
144h.Deli9-13_het.rep1	18868	5001	1.499894000424	0.00432491401362645	0.242347771881666	G2M	144h.Deli9-13_het.rep1	2	144h.Deli9-13_het.rep1	Whole_144h_Gastruloid_Deli9-13_het	144h.Deli9-13_het.rep1	144h	6 days	1	2	Whole	129sv.WT/HoxB_Deli9-13	NA	144h.Deli9-13_het.rep1	V3	HoxBDel(i9-13)/+	3	3	NMP	#DAE3F3	-1.28872160968447	5.48219804382578	0	17	4	0	2	5	0	10	0
144h.Deli9-13_het.rep1	13774	4263	1.575431973283	0.0419061268239661	-0.258192805781931	S	144h.Deli9-13_het.rep1	2	144h.Deli9-13_het.rep1	Whole_144h_Gastruloid_Deli9-13_het	144h.Deli9-13_het.rep1	144h	6 days	1	2	Whole	129sv.WT/HoxB_Deli9-13	NA	144h.Deli9-13_het.rep1	V3	HoxBDel(i9-13)/+	3	3	NMP	#DAE3F3	-1.63703541812563	5.04806594467417	2	5	1	1	0	5	1	7	0
144h.Deli9-13_het.rep1	13645	3755	1.75888603884207	-0.158768730563742	-0.149104355699913	G1	144h.Deli9-13_het.rep1	2	144h.Deli9-13_het.rep1	Whole_144h_Gastruloid_Deli9-13_het	144h.Deli9-13_het.rep1	144h	6 days	1	2	Whole	129sv.WT/HoxB_Deli9-13	NA	144h.Deli9-13_het.rep1	V3	HoxBDel(i9-13)/+	3	3	NMP	#DAE3F3	-1.93167429027223	4.43632607078806	0	3	3	2	0	10	0	2	0
144h.Deli9-13_het.rep1	20582	5010	2.2446798173161	-0.0471178827941844	0.210652176611428	G2M	144h.Deli9-13_het.rep1	2	144h.Deli9-13_het.rep1	Whole_144h_Gastruloid_Deli9-13_het	144h.Deli9-13_het.rep1	144h	6 days	1	2	Whole	129sv.WT/HoxB_Deli9-13	NA	144h.Deli9-13_het.rep1	V3	HoxBDel(i9-13)/+	3	3	NMP	#DAE3F3	-2.55747633037233	4.25142244911447	3	9	4	0	0	6	0	4	1
144h.Deli9-13_het.rep1	7951	2942	1.6727455665954	-0.183919111701996	0.227731046786205	G2M	144h.Deli9-13_het.rep1	2	144h.Deli9-13_het.rep1	Whole_144h_Gastruloid_Deli9-13_het	144h.Deli9-13_het.rep1	144h	6 days	1	2	Whole	129sv.WT/HoxB_Deli9-13	NA	144h.Deli9-13_het.rep1	V3	HoxBDel(i9-13)/+	3	3	NMP	#DAE3F3	0.450937342074873	4.50670675850168	2	2	1	0	0	4	0	0	0
144h.Deli9-13_het.rep1	18488	4840	1.66594547814799	-0.29058338261227	0.199745215514436	G2M	144h.Deli9-13_het.rep1	2	144h.Deli9-13_het.rep1	Whole_144h_Gastruloid_Deli9-13_het	144h.Deli9-13_het.rep1	144h	6 days	1	2	Whole	129sv.WT/HoxB_Deli9-13	NA	144h.Deli9-13_het.rep1	V3	HoxBDel(i9-13)/+	3	3	NMP	#DAE3F3	-1.17190079745912	4.74323920822397	4	13	7	3	0	3	0	14	0
144h.Deli9-13_het.rep1	14630	4636	0.813397129186603	-0.0727450527602271	0.364619957257995	G2M	144h.Deli9-13_het.rep1	2	144h.Deli9-13_het.rep1	Whole_144h_Gastruloid_Deli9-13_het	144h.Deli9-13_het.rep1	144h	6 days	1	2	Whole	129sv.WT/HoxB_Deli9-13	NA	144h.Deli9-13_het.rep1	V3	HoxBDel(i9-13)/+	3	3	NMP	#DAE3F3	-0.638759065243242	5.36253194427744	2	5	4	3	0	10	0	0	0
144h.Deli9-13_het.rep1	33988	6212	2.33317641520537	-0.0998531786240828	-0.0354152984053685	G1	144h.Deli9-13_het.rep1	2	144h.Deli9-13_het.rep1	Whole_144h_Gastruloid_Deli9-13_het	144h.Deli9-13_het.rep1	144h	6 days	1	2	Whole	129sv.WT/HoxB_Deli9-13	NA	144h.Deli9-13_het.rep1	V3	HoxBDel(i9-13)/+	3	3	NMP	#DAE3F3	-1.72434215602541	4.6552832565333	3	12	7	0	1	11	0	6	0
144h.Deli9-13_het.rep1	13794	4093	2.01536900101493	0.00136352857619559	-0.13317564652668	S	144h.Deli9-13_het.rep1	2	144h.Deli9-13_het.rep1	Whole_144h_Gastruloid_Deli9-13_het	144h.Deli9-13_het.rep1	144h	6 days	1	2	Whole	129sv.WT/HoxB_Deli9-13	NA	144h.Deli9-13_het.rep1	V3	HoxBDel(i9-13)/+	3	3	NMP	#DAE3F3	-1.79378919658327	4.55640415764108	4	9	3	2	6	5	0	5	0
144h.Deli9-13_het.rep1	20621	5366	1.71184714611319	0.0366311040009173	0.0703966793581796	G2M	144h.Deli9-13_het.rep1	2	144h.Deli9-13_het.rep1	Whole_144h_Gastruloid_Deli9-13_het	144h.Deli9-13_het.rep1	144h	6 days	1	2	Whole	129sv.WT/HoxB_Deli9-13	NA	144h.Deli9-13_het.rep1	V3	HoxBDel(i9-13)/+	3	3	NMP	#DAE3F3	-1.37930064258241	5.31291322326914	4	6	2	2	1	7	0	9	0
144h.Deli9-13_het.rep1	11225	3747	2.56570155902004	0.247541159423513	-0.33688613260357	S	144h.Deli9-13_het.rep1	2	144h.Deli9-13_het.rep1	Whole_144h_Gastruloid_Deli9-13_het	144h.Deli9-13_het.rep1	144h	6 days	1	2	Whole	129sv.WT/HoxB_Deli9-13	NA	144h.Deli9-13_het.rep1	V3	HoxBDel(i9-13)/+	3	3	NMP	#DAE3F3	1.16526944580412	4.09514956093088	0	1	5	0	0	6	0	0	0
144h.Deli9-13_het.rep1	23319	5469	1.80968309104164	0.0675492230876339	-0.321595561433908	S	144h.Deli9-13_het.rep1	2	144h.Deli9-13_het.rep1	Whole_144h_Gastruloid_Deli9-13_het	144h.Deli9-13_het.rep1	144h	6 days	1	2	Whole	129sv.WT/HoxB_Deli9-13	NA	144h.Deli9-13_het.rep1	V3	HoxBDel(i9-13)/+	3	3	NMP	#DAE3F3	-0.59950094279909	4.90775541878	0	4	7	3	1	4	1	8	0
144h.Deli9-13_het.rep1	19302	4820	1.60087037612683	-0.246576957792833	0.268055109010628	G2M	144h.Deli9-13_het.rep1	2	144h.Deli9-13_het.rep1	Whole_144h_Gastruloid_Deli9-13_het	144h.Deli9-13_het.rep1	144h	6 days	1	2	Whole	129sv.WT/HoxB_Deli9-13	NA	144h.Deli9-13_het.rep1	V3	HoxBDel(i9-13)/+	3	3	NMP	#DAE3F3	-0.634184289547442	4.76821093178049	6	11	3	1	0	14	0	9	0
144h.Deli9-13_het.rep1	20593	5279	2.37459330840577	-0.132721659019736	0.340013948033318	G2M	144h.Deli9-13_het.rep1	2	144h.Deli9-13_het.rep1	Whole_144h_Gastruloid_Deli9-13_het	144h.Deli9-13_het.rep1	144h	6 days	1	2	Whole	129sv.WT/HoxB_Deli9-13	NA	144h.Deli9-13_het.rep1	V3	HoxBDel(i9-13)/+	3	3	NMP	#DAE3F3	-2.06944804248476	4.67339353180185	4	11	3	2	2	8	0	6	0
144h.Deli9-13_het.rep1	14631	4163	2.12562367575695	0.334164384456791	-0.313151401243371	S	144h.Deli9-13_het.rep1	2	144h.Deli9-13_het.rep1	Whole_144h_Gastruloid_Deli9-13_het	144h.Deli9-13_het.rep1	144h	6 days	1	2	Whole	129sv.WT/HoxB_Deli9-13	NA	144h.Deli9-13_het.rep1	V3	HoxBDel(i9-13)/+	3	3	NMP	#DAE3F3	-0.885489392849444	4.3305008850123	3	3	4	0	2	8	3	2	0
144h.Deli9-13_het.rep1	8829	3084	2.88820931022766	-0.0185508955157068	-0.310046527168158	G1	144h.Deli9-13_het.rep1	2	144h.Deli9-13_het.rep1	Whole_144h_Gastruloid_Deli9-13_het	144h.Deli9-13_het.rep1	144h	6 days	1	2	Whole	129sv.WT/HoxB_Deli9-13	NA	144h.Deli9-13_het.rep1	V3	HoxBDel(i9-13)/+	3	3	NMP	#DAE3F3	1.10949352028704	6.05283336258188	0	1	6	1	0	2	0	0	0
144h.Deli9-13_het.rep1	17396	4579	1.81076109450448	-0.370187394185901	0.342407837572631	G2M	144h.Deli9-13_het.rep1	2	144h.Deli9-13_het.rep1	Whole_144h_Gastruloid_Deli9-13_het	144h.Deli9-13_het.rep1	144h	6 days	1	2	Whole	129sv.WT/HoxB_Deli9-13	NA	144h.Deli9-13_het.rep1	V3	HoxBDel(i9-13)/+	3	3	NMP	#DAE3F3	0.168686580089094	5.13128547287241	0	2	1	0	1	14	0	2	0
144h.Deli9-13_het.rep1	19849	4779	1.52148722857575	-0.0222035992644596	-0.129434768974208	G1	144h.Deli9-13_het.rep1	2	144h.Deli9-13_het.rep1	Whole_144h_Gastruloid_Deli9-13_het	144h.Deli9-13_het.rep1	144h	6 days	1	2	Whole	129sv.WT/HoxB_Deli9-13	NA	144h.Deli9-13_het.rep1	V3	HoxBDel(i9-13)/+	3	3	NMP	#DAE3F3	-0.969282913776873	4.98069552994028	0	3	2	0	2	5	2	5	0
144h.Deli9-13_het.rep1	24513	5402	1.99893933831028	-0.0403144490576988	0.275277811082801	G2M	144h.Deli9-13_het.rep1	2	144h.Deli9-13_het.rep1	Whole_144h_Gastruloid_Deli9-13_het	144h.Deli9-13_het.rep1	144h	6 days	1	2	Whole	129sv.WT/HoxB_Deli9-13	NA	144h.Deli9-13_het.rep1	V3	HoxBDel(i9-13)/+	3	3	NMP	#DAE3F3	-1.76530270633364	4.12450127220407	1	4	3	1	2	8	0	5	0
144h.Deli9-13_het.rep1	15052	4147	2.09274515014616	-0.0554682651203054	-0.268394612112569	G1	144h.Deli9-13_het.rep1	2	144h.Deli9-13_het.rep1	Whole_144h_Gastruloid_Deli9-13_het	144h.Deli9-13_het.rep1	144h	6 days	1	2	Whole	129sv.WT/HoxB_Deli9-13	NA	144h.Deli9-13_het.rep1	V3	HoxBDel(i9-13)/+	3	3	NMP	#DAE3F3	-1.34874038753176	5.14056806183115	0	5	3	1	1	7	0	1	0
144h.Deli9-13_het.rep1	17466	4514	2.07259819077064	0.127507257026173	-0.227368171231577	S	144h.Deli9-13_het.rep1	2	144h.Deli9-13_het.rep1	Whole_144h_Gastruloid_Deli9-13_het	144h.Deli9-13_het.rep1	144h	6 days	1	2	Whole	129sv.WT/HoxB_Deli9-13	NA	144h.Deli9-13_het.rep1	V3	HoxBDel(i9-13)/+	3	3	NMP	#DAE3F3	-1.48152976092958	5.35115031814829	3	4	1	0	1	11	0	12	0
144h.Deli9-13_het.rep1	20687	4892	1.53236331995939	-0.196509705502761	0.0127338257613741	G2M	144h.Deli9-13_het.rep1	2	144h.Deli9-13_het.rep1	Whole_144h_Gastruloid_Deli9-13_het	144h.Deli9-13_het.rep1	144h	6 days	1	2	Whole	129sv.WT/HoxB_Deli9-13	NA	144h.Deli9-13_het.rep1	V3	HoxBDel(i9-13)/+	3	3	NMP	#DAE3F3	-0.609435844990252	4.87667636490122	4	5	8	4	1	5	0	0	0
