caudal.id	length	id	geno	pooled.geno
1	2.35	BEN_5	w453 w453 d13hd d13hd	w453 w453 d13hd d13hd
2	2.34	BEN_5	w453 w453 d13hd d13hd	w453 w453 d13hd d13hd
3	2.78	BEN_5	w453 w453 d13hd d13hd	w453 w453 d13hd d13hd
4	3.55	BEN_5	w453 w453 d13hd d13hd	w453 w453 d13hd d13hd
5	3.88	BEN_5	w453 w453 d13hd d13hd	w453 w453 d13hd d13hd
6	4.31	BEN_5	w453 w453 d13hd d13hd	w453 w453 d13hd d13hd
7	4.12	BEN_5	w453 w453 d13hd d13hd	w453 w453 d13hd d13hd
8	4.26	BEN_5	w453 w453 d13hd d13hd	w453 w453 d13hd d13hd
9	4.22	BEN_5	w453 w453 d13hd d13hd	w453 w453 d13hd d13hd
10	4.11	BEN_5	w453 w453 d13hd d13hd	w453 w453 d13hd d13hd
11	4.13	BEN_5	w453 w453 d13hd d13hd	w453 w453 d13hd d13hd
12	4.1	BEN_5	w453 w453 d13hd d13hd	w453 w453 d13hd d13hd
13	4.04	BEN_5	w453 w453 d13hd d13hd	w453 w453 d13hd d13hd
14	3.86	BEN_5	w453 w453 d13hd d13hd	w453 w453 d13hd d13hd
15	3.91	BEN_5	w453 w453 d13hd d13hd	w453 w453 d13hd d13hd
16	3.88	BEN_5	w453 w453 d13hd d13hd	w453 w453 d13hd d13hd
17	3.61	BEN_5	w453 w453 d13hd d13hd	w453 w453 d13hd d13hd
18	3.65	BEN_5	w453 w453 d13hd d13hd	w453 w453 d13hd d13hd
19	3.33	BEN_5	w453 w453 d13hd d13hd	w453 w453 d13hd d13hd
20	3.09	BEN_5	w453 w453 d13hd d13hd	w453 w453 d13hd d13hd
21	2.9	BEN_5	w453 w453 d13hd d13hd	w453 w453 d13hd d13hd
22	2.63	BEN_5	w453 w453 d13hd d13hd	w453 w453 d13hd d13hd
23	2.33	BEN_5	w453 w453 d13hd d13hd	w453 w453 d13hd d13hd
24	2.14	BEN_5	w453 w453 d13hd d13hd	w453 w453 d13hd d13hd
25	1.69	BEN_5	w453 w453 d13hd d13hd	w453 w453 d13hd d13hd
26	1.62	BEN_5	w453 w453 d13hd d13hd	w453 w453 d13hd d13hd
27	1.37	BEN_5	w453 w453 d13hd d13hd	w453 w453 d13hd d13hd
28	0.87	BEN_5	w453 w453 d13hd d13hd	w453 w453 d13hd d13hd
29	0.59	BEN_5	w453 w453 d13hd d13hd	w453 w453 d13hd d13hd
30	0	BEN_5	w453 w453 d13hd d13hd	w453 w453 d13hd d13hd
31	0	BEN_5	w453 w453 d13hd d13hd	w453 w453 d13hd d13hd
32	0	BEN_5	w453 w453 d13hd d13hd	w453 w453 d13hd d13hd
33	0	BEN_5	w453 w453 d13hd d13hd	w453 w453 d13hd d13hd
34	0	BEN_5	w453 w453 d13hd d13hd	w453 w453 d13hd d13hd
35	0	BEN_5	w453 w453 d13hd d13hd	w453 w453 d13hd d13hd
36	0	BEN_5	w453 w453 d13hd d13hd	w453 w453 d13hd d13hd
37	0	BEN_5	w453 w453 d13hd d13hd	w453 w453 d13hd d13hd
1	2.44	DD41	b13hd b13hd	b13hd b13hd
2	2.51	DD41	b13hd b13hd	b13hd b13hd
3	2.7	DD41	b13hd b13hd	b13hd b13hd
4	3.28	DD41	b13hd b13hd	b13hd b13hd
5	3.62	DD41	b13hd b13hd	b13hd b13hd
6	3.85	DD41	b13hd b13hd	b13hd b13hd
7	3.94	DD41	b13hd b13hd	b13hd b13hd
8	4.07	DD41	b13hd b13hd	b13hd b13hd
9	4.02	DD41	b13hd b13hd	b13hd b13hd
10	3.98	DD41	b13hd b13hd	b13hd b13hd
11	4.04	DD41	b13hd b13hd	b13hd b13hd
12	3.94	DD41	b13hd b13hd	b13hd b13hd
13	3.83	DD41	b13hd b13hd	b13hd b13hd
14	3.76	DD41	b13hd b13hd	b13hd b13hd
15	3.85	DD41	b13hd b13hd	b13hd b13hd
16	3.71	DD41	b13hd b13hd	b13hd b13hd
17	3.59	DD41	b13hd b13hd	b13hd b13hd
18	3.5	DD41	b13hd b13hd	b13hd b13hd
19	3.36	DD41	b13hd b13hd	b13hd b13hd
20	3.4	DD41	b13hd b13hd	b13hd b13hd
21	3.31	DD41	b13hd b13hd	b13hd b13hd
22	3.22	DD41	b13hd b13hd	b13hd b13hd
23	3.05	DD41	b13hd b13hd	b13hd b13hd
24	2.84	DD41	b13hd b13hd	b13hd b13hd
25	2.86	DD41	b13hd b13hd	b13hd b13hd
26	2.63	DD41	b13hd b13hd	b13hd b13hd
27	2.43	DD41	b13hd b13hd	b13hd b13hd
28	2.18	DD41	b13hd b13hd	b13hd b13hd
29	1.93	DD41	b13hd b13hd	b13hd b13hd
30	1.77	DD41	b13hd b13hd	b13hd b13hd
31	1.23	DD41	b13hd b13hd	b13hd b13hd
32	0.76	DD41	b13hd b13hd	b13hd b13hd
33	0	DD41	b13hd b13hd	b13hd b13hd
34	0	DD41	b13hd b13hd	b13hd b13hd
35	0	DD41	b13hd b13hd	b13hd b13hd
36	0	DD41	b13hd b13hd	b13hd b13hd
37	0	DD41	b13hd b13hd	b13hd b13hd
1	2.57	DD40	b13hd b13hd	b13hd b13hd
2	2.29	DD40	b13hd b13hd	b13hd b13hd
3	2.33	DD40	b13hd b13hd	b13hd b13hd
4	2.84	DD40	b13hd b13hd	b13hd b13hd
5	3.22	DD40	b13hd b13hd	b13hd b13hd
6	3.6	DD40	b13hd b13hd	b13hd b13hd
7	3.88	DD40	b13hd b13hd	b13hd b13hd
8	4.01	DD40	b13hd b13hd	b13hd b13hd
9	4.1	DD40	b13hd b13hd	b13hd b13hd
10	3.98	DD40	b13hd b13hd	b13hd b13hd
11	3.9	DD40	b13hd b13hd	b13hd b13hd
12	3.84	DD40	b13hd b13hd	b13hd b13hd
13	3.8	DD40	b13hd b13hd	b13hd b13hd
14	3.73	DD40	b13hd b13hd	b13hd b13hd
15	3.85	DD40	b13hd b13hd	b13hd b13hd
16	3.72	DD40	b13hd b13hd	b13hd b13hd
17	3.59	DD40	b13hd b13hd	b13hd b13hd
18	3.5	DD40	b13hd b13hd	b13hd b13hd
19	3.42	DD40	b13hd b13hd	b13hd b13hd
20	3.32	DD40	b13hd b13hd	b13hd b13hd
21	3.31	DD40	b13hd b13hd	b13hd b13hd
22	3.22	DD40	b13hd b13hd	b13hd b13hd
23	3.05	DD40	b13hd b13hd	b13hd b13hd
24	2.84	DD40	b13hd b13hd	b13hd b13hd
25	2.86	DD40	b13hd b13hd	b13hd b13hd
26	2.63	DD40	b13hd b13hd	b13hd b13hd
27	2.43	DD40	b13hd b13hd	b13hd b13hd
28	2.19	DD40	b13hd b13hd	b13hd b13hd
29	1.93	DD40	b13hd b13hd	b13hd b13hd
30	1.9	DD40	b13hd b13hd	b13hd b13hd
31	1.34	DD40	b13hd b13hd	b13hd b13hd
32	0.81	DD40	b13hd b13hd	b13hd b13hd
33	0	DD40	b13hd b13hd	b13hd b13hd
34	0	DD40	b13hd b13hd	b13hd b13hd
35	0	DD40	b13hd b13hd	b13hd b13hd
36	0	DD40	b13hd b13hd	b13hd b13hd
37	0	DD40	b13hd b13hd	b13hd b13hd
1	3.04	DD39	wt wt	wt wt
2	2.72	DD39	wt wt	wt wt
3	2.63	DD39	wt wt	wt wt
4	3.05	DD39	wt wt	wt wt
5	3.71	DD39	wt wt	wt wt
6	4.12	DD39	wt wt	wt wt
7	4.25	DD39	wt wt	wt wt
8	4.36	DD39	wt wt	wt wt
9	4.28	DD39	wt wt	wt wt
10	4.38	DD39	wt wt	wt wt
11	4.35	DD39	wt wt	wt wt
12	4.29	DD39	wt wt	wt wt
13	4.27	DD39	wt wt	wt wt
14	4.19	DD39	wt wt	wt wt
15	4.12	DD39	wt wt	wt wt
16	3.87	DD39	wt wt	wt wt
17	3.63	DD39	wt wt	wt wt
18	3.63	DD39	wt wt	wt wt
19	3.34	DD39	wt wt	wt wt
20	2.97	DD39	wt wt	wt wt
21	2.93	DD39	wt wt	wt wt
22	2.64	DD39	wt wt	wt wt
23	2.53	DD39	wt wt	wt wt
24	2.31	DD39	wt wt	wt wt
25	1.92	DD39	wt wt	wt wt
26	1.45	DD39	wt wt	wt wt
27	0.83	DD39	wt wt	wt wt
28	0.56	DD39	wt wt	wt wt
29	0.47	DD39	wt wt	wt wt
30	0	DD39	wt wt	wt wt
31	0	DD39	wt wt	wt wt
32	0	DD39	wt wt	wt wt
33	0	DD39	wt wt	wt wt
34	0	DD39	wt wt	wt wt
35	0	DD39	wt wt	wt wt
36	0	DD39	wt wt	wt wt
37	0	DD39	wt wt	wt wt
1	2.85	DD36	wt wt	wt wt
2	2.61	DD36	wt wt	wt wt
3	2.72	DD36	wt wt	wt wt
4	3.25	DD36	wt wt	wt wt
5	4.01	DD36	wt wt	wt wt
6	4.44	DD36	wt wt	wt wt
7	4.45	DD36	wt wt	wt wt
8	4.39	DD36	wt wt	wt wt
9	4.31	DD36	wt wt	wt wt
10	4.39	DD36	wt wt	wt wt
11	4.37	DD36	wt wt	wt wt
12	4.34	DD36	wt wt	wt wt
13	4.28	DD36	wt wt	wt wt
14	4.08	DD36	wt wt	wt wt
15	4.01	DD36	wt wt	wt wt
16	3.84	DD36	wt wt	wt wt
17	3.71	DD36	wt wt	wt wt
18	3.5	DD36	wt wt	wt wt
19	3.23	DD36	wt wt	wt wt
20	3.15	DD36	wt wt	wt wt
21	2.92	DD36	wt wt	wt wt
22	2.57	DD36	wt wt	wt wt
23	2.33	DD36	wt wt	wt wt
24	2.13	DD36	wt wt	wt wt
25	1.87	DD36	wt wt	wt wt
26	1.48	DD36	wt wt	wt wt
27	1.26	DD36	wt wt	wt wt
28	0.91	DD36	wt wt	wt wt
29	0.5	DD36	wt wt	wt wt
30	0.31	DD36	wt wt	wt wt
31	0	DD36	wt wt	wt wt
32	0	DD36	wt wt	wt wt
33	0	DD36	wt wt	wt wt
34	0	DD36	wt wt	wt wt
35	0	DD36	wt wt	wt wt
36	0	DD36	wt wt	wt wt
37	0	DD36	wt wt	wt wt
1	2.73	DD37	b13hd b13hd	b13hd b13hd
2	2.6	DD37	b13hd b13hd	b13hd b13hd
3	2.56	DD37	b13hd b13hd	b13hd b13hd
4	2.97	DD37	b13hd b13hd	b13hd b13hd
5	3.48	DD37	b13hd b13hd	b13hd b13hd
6	3.99	DD37	b13hd b13hd	b13hd b13hd
7	4.25	DD37	b13hd b13hd	b13hd b13hd
8	4.25	DD37	b13hd b13hd	b13hd b13hd
9	4.23	DD37	b13hd b13hd	b13hd b13hd
10	4.17	DD37	b13hd b13hd	b13hd b13hd
11	4.2	DD37	b13hd b13hd	b13hd b13hd
12	4.22	DD37	b13hd b13hd	b13hd b13hd
13	4	DD37	b13hd b13hd	b13hd b13hd
14	4.05	DD37	b13hd b13hd	b13hd b13hd
15	3.97	DD37	b13hd b13hd	b13hd b13hd
16	3.91	DD37	b13hd b13hd	b13hd b13hd
17	3.77	DD37	b13hd b13hd	b13hd b13hd
18	3.67	DD37	b13hd b13hd	b13hd b13hd
19	3.48	DD37	b13hd b13hd	b13hd b13hd
20	3.48	DD37	b13hd b13hd	b13hd b13hd
21	3.46	DD37	b13hd b13hd	b13hd b13hd
22	3.26	DD37	b13hd b13hd	b13hd b13hd
23	3.22	DD37	b13hd b13hd	b13hd b13hd
24	3.1	DD37	b13hd b13hd	b13hd b13hd
25	2.9	DD37	b13hd b13hd	b13hd b13hd
26	2.74	DD37	b13hd b13hd	b13hd b13hd
27	2.44	DD37	b13hd b13hd	b13hd b13hd
28	2.21	DD37	b13hd b13hd	b13hd b13hd
29	1.69	DD37	b13hd b13hd	b13hd b13hd
30	1.07	DD37	b13hd b13hd	b13hd b13hd
31	1	DD37	b13hd b13hd	b13hd b13hd
32	0.7	DD37	b13hd b13hd	b13hd b13hd
33	0	DD37	b13hd b13hd	b13hd b13hd
34	0	DD37	b13hd b13hd	b13hd b13hd
35	0	DD37	b13hd b13hd	b13hd b13hd
36	0	DD37	b13hd b13hd	b13hd b13hd
37	0	DD37	b13hd b13hd	b13hd b13hd
1	2.66	DD38	b13hd b13hd	b13hd b13hd
2	2.57	DD38	b13hd b13hd	b13hd b13hd
3	2.62	DD38	b13hd b13hd	b13hd b13hd
4	3.24	DD38	b13hd b13hd	b13hd b13hd
5	3.85	DD38	b13hd b13hd	b13hd b13hd
6	4.12	DD38	b13hd b13hd	b13hd b13hd
7	4.55	DD38	b13hd b13hd	b13hd b13hd
8	4.5	DD38	b13hd b13hd	b13hd b13hd
9	4.47	DD38	b13hd b13hd	b13hd b13hd
10	4.45	DD38	b13hd b13hd	b13hd b13hd
11	4.17	DD38	b13hd b13hd	b13hd b13hd
12	4.22	DD38	b13hd b13hd	b13hd b13hd
13	4.12	DD38	b13hd b13hd	b13hd b13hd
14	4.19	DD38	b13hd b13hd	b13hd b13hd
15	4.01	DD38	b13hd b13hd	b13hd b13hd
16	3.87	DD38	b13hd b13hd	b13hd b13hd
17	3.75	DD38	b13hd b13hd	b13hd b13hd
18	3.62	DD38	b13hd b13hd	b13hd b13hd
19	3.51	DD38	b13hd b13hd	b13hd b13hd
20	3.43	DD38	b13hd b13hd	b13hd b13hd
21	3.33	DD38	b13hd b13hd	b13hd b13hd
22	3.3	DD38	b13hd b13hd	b13hd b13hd
23	3.1	DD38	b13hd b13hd	b13hd b13hd
24	2.92	DD38	b13hd b13hd	b13hd b13hd
25	2.78	DD38	b13hd b13hd	b13hd b13hd
26	2.65	DD38	b13hd b13hd	b13hd b13hd
27	2.48	DD38	b13hd b13hd	b13hd b13hd
28	2.12	DD38	b13hd b13hd	b13hd b13hd
29	1.8	DD38	b13hd b13hd	b13hd b13hd
30	1.42	DD38	b13hd b13hd	b13hd b13hd
31	1.16	DD38	b13hd b13hd	b13hd b13hd
32	0.79	DD38	b13hd b13hd	b13hd b13hd
33	0.37	DD38	b13hd b13hd	b13hd b13hd
34	0	DD38	b13hd b13hd	b13hd b13hd
35	0	DD38	b13hd b13hd	b13hd b13hd
36	0	DD38	b13hd b13hd	b13hd b13hd
37	0	DD38	b13hd b13hd	b13hd b13hd
1	2.74	DD35	b13hd b13hd	b13hd b13hd
2	2.72	DD35	b13hd b13hd	b13hd b13hd
3	2.66	DD35	b13hd b13hd	b13hd b13hd
4	2.94	DD35	b13hd b13hd	b13hd b13hd
5	3.71	DD35	b13hd b13hd	b13hd b13hd
6	4.13	DD35	b13hd b13hd	b13hd b13hd
7	4.16	DD35	b13hd b13hd	b13hd b13hd
8	4.3	DD35	b13hd b13hd	b13hd b13hd
9	4.16	DD35	b13hd b13hd	b13hd b13hd
10	4.15	DD35	b13hd b13hd	b13hd b13hd
11	4.05	DD35	b13hd b13hd	b13hd b13hd
12	4	DD35	b13hd b13hd	b13hd b13hd
13	4.15	DD35	b13hd b13hd	b13hd b13hd
14	4.01	DD35	b13hd b13hd	b13hd b13hd
15	3.94	DD35	b13hd b13hd	b13hd b13hd
16	3.84	DD35	b13hd b13hd	b13hd b13hd
17	3.73	DD35	b13hd b13hd	b13hd b13hd
18	3.63	DD35	b13hd b13hd	b13hd b13hd
19	3.43	DD35	b13hd b13hd	b13hd b13hd
20	3.44	DD35	b13hd b13hd	b13hd b13hd
21	3.43	DD35	b13hd b13hd	b13hd b13hd
22	3.37	DD35	b13hd b13hd	b13hd b13hd
23	3.26	DD35	b13hd b13hd	b13hd b13hd
24	3.18	DD35	b13hd b13hd	b13hd b13hd
25	3.13	DD35	b13hd b13hd	b13hd b13hd
26	2.91	DD35	b13hd b13hd	b13hd b13hd
27	2.81	DD35	b13hd b13hd	b13hd b13hd
28	2.74	DD35	b13hd b13hd	b13hd b13hd
29	2.44	DD35	b13hd b13hd	b13hd b13hd
30	2.15	DD35	b13hd b13hd	b13hd b13hd
31	1.68	DD35	b13hd b13hd	b13hd b13hd
32	1.31	DD35	b13hd b13hd	b13hd b13hd
33	0.76	DD35	b13hd b13hd	b13hd b13hd
34	0.61	DD35	b13hd b13hd	b13hd b13hd
35	0.34	DD35	b13hd b13hd	b13hd b13hd
36	0	DD35	b13hd b13hd	b13hd b13hd
37	0	DD35	b13hd b13hd	b13hd b13hd
1	2.53	DD34	b13hd b13hd	b13hd b13hd
2	2.3	DD34	b13hd b13hd	b13hd b13hd
3	2.45	DD34	b13hd b13hd	b13hd b13hd
4	2.98	DD34	b13hd b13hd	b13hd b13hd
5	3.42	DD34	b13hd b13hd	b13hd b13hd
6	4.15	DD34	b13hd b13hd	b13hd b13hd
7	4.3	DD34	b13hd b13hd	b13hd b13hd
8	4.32	DD34	b13hd b13hd	b13hd b13hd
9	4.22	DD34	b13hd b13hd	b13hd b13hd
10	4.13	DD34	b13hd b13hd	b13hd b13hd
11	4.6	DD34	b13hd b13hd	b13hd b13hd
12	4.6	DD34	b13hd b13hd	b13hd b13hd
13	4.11	DD34	b13hd b13hd	b13hd b13hd
14	4.03	DD34	b13hd b13hd	b13hd b13hd
15	3.99	DD34	b13hd b13hd	b13hd b13hd
16	3.84	DD34	b13hd b13hd	b13hd b13hd
17	3.72	DD34	b13hd b13hd	b13hd b13hd
18	3.67	DD34	b13hd b13hd	b13hd b13hd
19	3.57	DD34	b13hd b13hd	b13hd b13hd
20	3.56	DD34	b13hd b13hd	b13hd b13hd
21	3.65	DD34	b13hd b13hd	b13hd b13hd
22	3.56	DD34	b13hd b13hd	b13hd b13hd
23	3.38	DD34	b13hd b13hd	b13hd b13hd
24	3.21	DD34	b13hd b13hd	b13hd b13hd
25	2.95	DD34	b13hd b13hd	b13hd b13hd
26	2.86	DD34	b13hd b13hd	b13hd b13hd
27	2.55	DD34	b13hd b13hd	b13hd b13hd
28	2.36	DD34	b13hd b13hd	b13hd b13hd
29	2.1	DD34	b13hd b13hd	b13hd b13hd
30	1.89	DD34	b13hd b13hd	b13hd b13hd
31	1.35	DD34	b13hd b13hd	b13hd b13hd
32	0.84	DD34	b13hd b13hd	b13hd b13hd
33	0.55	DD34	b13hd b13hd	b13hd b13hd
34	0	DD34	b13hd b13hd	b13hd b13hd
35	0	DD34	b13hd b13hd	b13hd b13hd
36	0	DD34	b13hd b13hd	b13hd b13hd
37	0	DD34	b13hd b13hd	b13hd b13hd
1	2.63	DD33	wt wt	wt wt
2	2.55	DD33	wt wt	wt wt
3	2.64	DD33	wt wt	wt wt
4	3.38	DD33	wt wt	wt wt
5	4.01	DD33	wt wt	wt wt
6	4.43	DD33	wt wt	wt wt
7	4.42	DD33	wt wt	wt wt
8	4.28	DD33	wt wt	wt wt
9	4.37	DD33	wt wt	wt wt
10	4.42	DD33	wt wt	wt wt
11	4.38	DD33	wt wt	wt wt
12	4.42	DD33	wt wt	wt wt
13	4.4	DD33	wt wt	wt wt
14	4.36	DD33	wt wt	wt wt
15	4.27	DD33	wt wt	wt wt
16	4.04	DD33	wt wt	wt wt
17	3.74	DD33	wt wt	wt wt
18	3.56	DD33	wt wt	wt wt
19	3.33	DD33	wt wt	wt wt
20	3.32	DD33	wt wt	wt wt
21	2.99	DD33	wt wt	wt wt
22	2.89	DD33	wt wt	wt wt
23	2.79	DD33	wt wt	wt wt
24	2.36	DD33	wt wt	wt wt
25	2.08	DD33	wt wt	wt wt
26	1.25	DD33	wt wt	wt wt
27	1.09	DD33	wt wt	wt wt
28	0.54	DD33	wt wt	wt wt
29	0.32	DD33	wt wt	wt wt
30	0	DD33	wt wt	wt wt
31	0	DD33	wt wt	wt wt
32	0	DD33	wt wt	wt wt
33	0	DD33	wt wt	wt wt
34	0	DD33	wt wt	wt wt
35	0	DD33	wt wt	wt wt
36	0	DD33	wt wt	wt wt
37	0	DD33	wt wt	wt wt
1	2.65	3605	w453 w453 d13hd d13hd	w453 w453 d13hd d13hd
2	2.58	3605	w453 w453 d13hd d13hd	w453 w453 d13hd d13hd
3	3.05	3605	w453 w453 d13hd d13hd	w453 w453 d13hd d13hd
4	3.97	3605	w453 w453 d13hd d13hd	w453 w453 d13hd d13hd
5	4.21	3605	w453 w453 d13hd d13hd	w453 w453 d13hd d13hd
6	4.44	3605	w453 w453 d13hd d13hd	w453 w453 d13hd d13hd
7	4.48	3605	w453 w453 d13hd d13hd	w453 w453 d13hd d13hd
8	4.53	3605	w453 w453 d13hd d13hd	w453 w453 d13hd d13hd
9	4.6	3605	w453 w453 d13hd d13hd	w453 w453 d13hd d13hd
10	4.56	3605	w453 w453 d13hd d13hd	w453 w453 d13hd d13hd
11	4.58	3605	w453 w453 d13hd d13hd	w453 w453 d13hd d13hd
12	4.56	3605	w453 w453 d13hd d13hd	w453 w453 d13hd d13hd
13	4.5	3605	w453 w453 d13hd d13hd	w453 w453 d13hd d13hd
14	4.38	3605	w453 w453 d13hd d13hd	w453 w453 d13hd d13hd
15	4.19	3605	w453 w453 d13hd d13hd	w453 w453 d13hd d13hd
16	4.04	3605	w453 w453 d13hd d13hd	w453 w453 d13hd d13hd
17	3.87	3605	w453 w453 d13hd d13hd	w453 w453 d13hd d13hd
18	3.66	3605	w453 w453 d13hd d13hd	w453 w453 d13hd d13hd
19	3.52	3605	w453 w453 d13hd d13hd	w453 w453 d13hd d13hd
20	3.26	3605	w453 w453 d13hd d13hd	w453 w453 d13hd d13hd
21	2.97	3605	w453 w453 d13hd d13hd	w453 w453 d13hd d13hd
22	2.35	3605	w453 w453 d13hd d13hd	w453 w453 d13hd d13hd
23	1.62	3605	w453 w453 d13hd d13hd	w453 w453 d13hd d13hd
24	0.97	3605	w453 w453 d13hd d13hd	w453 w453 d13hd d13hd
25	0.76	3605	w453 w453 d13hd d13hd	w453 w453 d13hd d13hd
26	0.7	3605	w453 w453 d13hd d13hd	w453 w453 d13hd d13hd
27	0.75	3605	w453 w453 d13hd d13hd	w453 w453 d13hd d13hd
28	1	3605	w453 w453 d13hd d13hd	w453 w453 d13hd d13hd
29	0.57	3605	w453 w453 d13hd d13hd	w453 w453 d13hd d13hd
30	0.56	3605	w453 w453 d13hd d13hd	w453 w453 d13hd d13hd
31	0	3605	w453 w453 d13hd d13hd	w453 w453 d13hd d13hd
32	0	3605	w453 w453 d13hd d13hd	w453 w453 d13hd d13hd
33	0	3605	w453 w453 d13hd d13hd	w453 w453 d13hd d13hd
34	0	3605	w453 w453 d13hd d13hd	w453 w453 d13hd d13hd
35	0	3605	w453 w453 d13hd d13hd	w453 w453 d13hd d13hd
36	0	3605	w453 w453 d13hd d13hd	w453 w453 d13hd d13hd
37	0	3605	w453 w453 d13hd d13hd	w453 w453 d13hd d13hd
1	2.53	DD31	w453 w453 d13hd d13hd	w453 w453 d13hd d13hd
2	2.45	DD31	w453 w453 d13hd d13hd	w453 w453 d13hd d13hd
3	2.74	DD31	w453 w453 d13hd d13hd	w453 w453 d13hd d13hd
4	3.61	DD31	w453 w453 d13hd d13hd	w453 w453 d13hd d13hd
5	3.88	DD31	w453 w453 d13hd d13hd	w453 w453 d13hd d13hd
6	4.07	DD31	w453 w453 d13hd d13hd	w453 w453 d13hd d13hd
7	4.03	DD31	w453 w453 d13hd d13hd	w453 w453 d13hd d13hd
8	4.11	DD31	w453 w453 d13hd d13hd	w453 w453 d13hd d13hd
9	4.1	DD31	w453 w453 d13hd d13hd	w453 w453 d13hd d13hd
10	4.16	DD31	w453 w453 d13hd d13hd	w453 w453 d13hd d13hd
11	4.15	DD31	w453 w453 d13hd d13hd	w453 w453 d13hd d13hd
12	4.23	DD31	w453 w453 d13hd d13hd	w453 w453 d13hd d13hd
13	4.24	DD31	w453 w453 d13hd d13hd	w453 w453 d13hd d13hd
14	4.17	DD31	w453 w453 d13hd d13hd	w453 w453 d13hd d13hd
15	4.09	DD31	w453 w453 d13hd d13hd	w453 w453 d13hd d13hd
16	3.91	DD31	w453 w453 d13hd d13hd	w453 w453 d13hd d13hd
17	3.79	DD31	w453 w453 d13hd d13hd	w453 w453 d13hd d13hd
18	3.72	DD31	w453 w453 d13hd d13hd	w453 w453 d13hd d13hd
19	3.44	DD31	w453 w453 d13hd d13hd	w453 w453 d13hd d13hd
20	3.29	DD31	w453 w453 d13hd d13hd	w453 w453 d13hd d13hd
21	3.02	DD31	w453 w453 d13hd d13hd	w453 w453 d13hd d13hd
22	2.79	DD31	w453 w453 d13hd d13hd	w453 w453 d13hd d13hd
23	2.65	DD31	w453 w453 d13hd d13hd	w453 w453 d13hd d13hd
24	2.27	DD31	w453 w453 d13hd d13hd	w453 w453 d13hd d13hd
25	2	DD31	w453 w453 d13hd d13hd	w453 w453 d13hd d13hd
26	1.72	DD31	w453 w453 d13hd d13hd	w453 w453 d13hd d13hd
27	1.44	DD31	w453 w453 d13hd d13hd	w453 w453 d13hd d13hd
28	1.18	DD31	w453 w453 d13hd d13hd	w453 w453 d13hd d13hd
29	0.72	DD31	w453 w453 d13hd d13hd	w453 w453 d13hd d13hd
30	0.68	DD31	w453 w453 d13hd d13hd	w453 w453 d13hd d13hd
31	0	DD31	w453 w453 d13hd d13hd	w453 w453 d13hd d13hd
32	0	DD31	w453 w453 d13hd d13hd	w453 w453 d13hd d13hd
33	0	DD31	w453 w453 d13hd d13hd	w453 w453 d13hd d13hd
34	0	DD31	w453 w453 d13hd d13hd	w453 w453 d13hd d13hd
35	0	DD31	w453 w453 d13hd d13hd	w453 w453 d13hd d13hd
36	0	DD31	w453 w453 d13hd d13hd	w453 w453 d13hd d13hd
37	0	DD31	w453 w453 d13hd d13hd	w453 w453 d13hd d13hd
1	2.37	3600	w453 w453 d13hd d13hd	w453 w453 d13hd d13hd
2	2.21	3600	w453 w453 d13hd d13hd	w453 w453 d13hd d13hd
3	2.64	3600	w453 w453 d13hd d13hd	w453 w453 d13hd d13hd
4	3.27	3600	w453 w453 d13hd d13hd	w453 w453 d13hd d13hd
5	3.64	3600	w453 w453 d13hd d13hd	w453 w453 d13hd d13hd
6	3.9	3600	w453 w453 d13hd d13hd	w453 w453 d13hd d13hd
7	3.91	3600	w453 w453 d13hd d13hd	w453 w453 d13hd d13hd
8	4.17	3600	w453 w453 d13hd d13hd	w453 w453 d13hd d13hd
9	4.06	3600	w453 w453 d13hd d13hd	w453 w453 d13hd d13hd
10	4.14	3600	w453 w453 d13hd d13hd	w453 w453 d13hd d13hd
11	4.12	3600	w453 w453 d13hd d13hd	w453 w453 d13hd d13hd
12	4	3600	w453 w453 d13hd d13hd	w453 w453 d13hd d13hd
13	3.91	3600	w453 w453 d13hd d13hd	w453 w453 d13hd d13hd
14	3.91	3600	w453 w453 d13hd d13hd	w453 w453 d13hd d13hd
15	3.85	3600	w453 w453 d13hd d13hd	w453 w453 d13hd d13hd
16	3.61	3600	w453 w453 d13hd d13hd	w453 w453 d13hd d13hd
17	3.47	3600	w453 w453 d13hd d13hd	w453 w453 d13hd d13hd
18	3.4	3600	w453 w453 d13hd d13hd	w453 w453 d13hd d13hd
19	3.1	3600	w453 w453 d13hd d13hd	w453 w453 d13hd d13hd
20	2.92	3600	w453 w453 d13hd d13hd	w453 w453 d13hd d13hd
21	2.61	3600	w453 w453 d13hd d13hd	w453 w453 d13hd d13hd
22	2.25	3600	w453 w453 d13hd d13hd	w453 w453 d13hd d13hd
