caudal.id	length	id	geno	pooled.geno
32	0	3551	gof gof D(I) D(I)	gof gof D(I) D(I)
33	0	3551	gof gof D(I) D(I)	gof gof D(I) D(I)
34	0	3551	gof gof D(I) D(I)	gof gof D(I) D(I)
35	0	3551	gof gof D(I) D(I)	gof gof D(I) D(I)
36	0	3551	gof gof D(I) D(I)	gof gof D(I) D(I)
37	0	3551	gof gof D(I) D(I)	gof gof D(I) D(I)
1	2.56	3489	gof gof D D	gof gof
2	2.45	3489	gof gof D D	gof gof
3	2.43	3489	gof gof D D	gof gof
4	2.76	3489	gof gof D D	gof gof
5	3.27	3489	gof gof D D	gof gof
6	3.69	3489	gof gof D D	gof gof
7	3.82	3489	gof gof D D	gof gof
8	3.85	3489	gof gof D D	gof gof
9	3.86	3489	gof gof D D	gof gof
10	3.77	3489	gof gof D D	gof gof
11	3.71	3489	gof gof D D	gof gof
12	3.72	3489	gof gof D D	gof gof
13	3.67	3489	gof gof D D	gof gof
14	3.52	3489	gof gof D D	gof gof
15	3.35	3489	gof gof D D	gof gof
16	3.24	3489	gof gof D D	gof gof
17	3.05	3489	gof gof D D	gof gof
18	2.89	3489	gof gof D D	gof gof
19	2.63	3489	gof gof D D	gof gof
20	2.43	3489	gof gof D D	gof gof
21	2.1	3489	gof gof D D	gof gof
22	1.89	3489	gof gof D D	gof gof
23	1.48	3489	gof gof D D	gof gof
24	0.98	3489	gof gof D D	gof gof
25	0.48	3489	gof gof D D	gof gof
26	0.33	3489	gof gof D D	gof gof
27	0	3489	gof gof D D	gof gof
28	0	3489	gof gof D D	gof gof
29	0	3489	gof gof D D	gof gof
30	0	3489	gof gof D D	gof gof
31	0	3489	gof gof D D	gof gof
32	0	3489	gof gof D D	gof gof
33	0	3489	gof gof D D	gof gof
34	0	3489	gof gof D D	gof gof
35	0	3489	gof gof D D	gof gof
36	0	3489	gof gof D D	gof gof
37	0	3489	gof gof D D	gof gof
1	2.36	DD15	wt wt	wt wt
2	2.3	DD15	wt wt	wt wt
3	2.59	DD15	wt wt	wt wt
4	3.34	DD15	wt wt	wt wt
5	3.69	DD15	wt wt	wt wt
6	4	DD15	wt wt	wt wt
7	3.94	DD15	wt wt	wt wt
8	4.03	DD15	wt wt	wt wt
9	4.01	DD15	wt wt	wt wt
10	4.05	DD15	wt wt	wt wt
11	4.02	DD15	wt wt	wt wt
12	3.89	DD15	wt wt	wt wt
13	3.88	DD15	wt wt	wt wt
14	3.78	DD15	wt wt	wt wt
15	3.79	DD15	wt wt	wt wt
16	3.61	DD15	wt wt	wt wt
17	3.54	DD15	wt wt	wt wt
18	3.25	DD15	wt wt	wt wt
19	2.96	DD15	wt wt	wt wt
20	2.71	DD15	wt wt	wt wt
21	2.43	DD15	wt wt	wt wt
22	2.28	DD15	wt wt	wt wt
23	1.88	DD15	wt wt	wt wt
24	1.87	DD15	wt wt	wt wt
25	1.58	DD15	wt wt	wt wt
26	1.21	DD15	wt wt	wt wt
27	0.72	DD15	wt wt	wt wt
28	0.5	DD15	wt wt	wt wt
29	0.4	DD15	wt wt	wt wt
30	0	DD15	wt wt	wt wt
31	0	DD15	wt wt	wt wt
32	0	DD15	wt wt	wt wt
33	0	DD15	wt wt	wt wt
34	0	DD15	wt wt	wt wt
35	0	DD15	wt wt	wt wt
36	0	DD15	wt wt	wt wt
37	0	DD15	wt wt	wt wt
1	2.38	3608	gof gof D(I) D(I)	gof gof D(I) D(I)
2	2.25	3608	gof gof D(I) D(I)	gof gof D(I) D(I)
3	2.32	3608	gof gof D(I) D(I)	gof gof D(I) D(I)
4	2.63	3608	gof gof D(I) D(I)	gof gof D(I) D(I)
5	3.25	3608	gof gof D(I) D(I)	gof gof D(I) D(I)
6	3.55	3608	gof gof D(I) D(I)	gof gof D(I) D(I)
7	3.68	3608	gof gof D(I) D(I)	gof gof D(I) D(I)
8	3.67	3608	gof gof D(I) D(I)	gof gof D(I) D(I)
9	3.68	3608	gof gof D(I) D(I)	gof gof D(I) D(I)
10	3.85	3608	gof gof D(I) D(I)	gof gof D(I) D(I)
11	3.71	3608	gof gof D(I) D(I)	gof gof D(I) D(I)
12	3.64	3608	gof gof D(I) D(I)	gof gof D(I) D(I)
13	3.52	3608	gof gof D(I) D(I)	gof gof D(I) D(I)
14	3.52	3608	gof gof D(I) D(I)	gof gof D(I) D(I)
15	3.38	3608	gof gof D(I) D(I)	gof gof D(I) D(I)
16	3.38	3608	gof gof D(I) D(I)	gof gof D(I) D(I)
17	3.27	3608	gof gof D(I) D(I)	gof gof D(I) D(I)
18	3.18	3608	gof gof D(I) D(I)	gof gof D(I) D(I)
19	2.94	3608	gof gof D(I) D(I)	gof gof D(I) D(I)
20	2.74	3608	gof gof D(I) D(I)	gof gof D(I) D(I)
21	2.61	3608	gof gof D(I) D(I)	gof gof D(I) D(I)
22	2.31	3608	gof gof D(I) D(I)	gof gof D(I) D(I)
23	1.92	3608	gof gof D(I) D(I)	gof gof D(I) D(I)
24	1.52	3608	gof gof D(I) D(I)	gof gof D(I) D(I)
25	0.49	3608	gof gof D(I) D(I)	gof gof D(I) D(I)
26	0	3608	gof gof D(I) D(I)	gof gof D(I) D(I)
27	0	3608	gof gof D(I) D(I)	gof gof D(I) D(I)
28	0	3608	gof gof D(I) D(I)	gof gof D(I) D(I)
29	0	3608	gof gof D(I) D(I)	gof gof D(I) D(I)
30	0	3608	gof gof D(I) D(I)	gof gof D(I) D(I)
31	0	3608	gof gof D(I) D(I)	gof gof D(I) D(I)
32	0	3608	gof gof D(I) D(I)	gof gof D(I) D(I)
33	0	3608	gof gof D(I) D(I)	gof gof D(I) D(I)
34	0	3608	gof gof D(I) D(I)	gof gof D(I) D(I)
35	0	3608	gof gof D(I) D(I)	gof gof D(I) D(I)
36	0	3608	gof gof D(I) D(I)	gof gof D(I) D(I)
37	0	3608	gof gof D(I) D(I)	gof gof D(I) D(I)
1	2.44	DD13	gof gof	gof gof
2	2.36	DD13	gof gof	gof gof
3	2.43	DD13	gof gof	gof gof
4	2.9	DD13	gof gof	gof gof
5	3.49	DD13	gof gof	gof gof
6	3.9	DD13	gof gof	gof gof
7	3.94	DD13	gof gof	gof gof
8	4.09	DD13	gof gof	gof gof
9	4.14	DD13	gof gof	gof gof
10	4.11	DD13	gof gof	gof gof
11	4.05	DD13	gof gof	gof gof
12	3.85	DD13	gof gof	gof gof
13	3.78	DD13	gof gof	gof gof
14	3.67	DD13	gof gof	gof gof
15	3.49	DD13	gof gof	gof gof
16	3.36	DD13	gof gof	gof gof
17	3.27	DD13	gof gof	gof gof
18	2.98	DD13	gof gof	gof gof
19	2.74	DD13	gof gof	gof gof
20	2.75	DD13	gof gof	gof gof
21	2.26	DD13	gof gof	gof gof
22	1.85	DD13	gof gof	gof gof
23	1.31	DD13	gof gof	gof gof
24	1.23	DD13	gof gof	gof gof
25	1.14	DD13	gof gof	gof gof
26	0	DD13	gof gof	gof gof
27	0	DD13	gof gof	gof gof
28	0	DD13	gof gof	gof gof
29	0	DD13	gof gof	gof gof
30	0	DD13	gof gof	gof gof
31	0	DD13	gof gof	gof gof
32	0	DD13	gof gof	gof gof
33	0	DD13	gof gof	gof gof
34	0	DD13	gof gof	gof gof
35	0	DD13	gof gof	gof gof
36	0	DD13	gof gof	gof gof
37	0	DD13	gof gof	gof gof
1	2.63	3492	w453 w453 d13 d13	wt wt
2	2.51	3492	w453 w453 d13 d13	wt wt
3	2.51	3492	w453 w453 d13 d13	wt wt
4	3	3492	w453 w453 d13 d13	wt wt
5	3.68	3492	w453 w453 d13 d13	wt wt
6	3.96	3492	w453 w453 d13 d13	wt wt
7	4.17	3492	w453 w453 d13 d13	wt wt
8	4.39	3492	w453 w453 d13 d13	wt wt
9	4.39	3492	w453 w453 d13 d13	wt wt
10	4.33	3492	w453 w453 d13 d13	wt wt
11	4.27	3492	w453 w453 d13 d13	wt wt
12	4.21	3492	w453 w453 d13 d13	wt wt
13	4.19	3492	w453 w453 d13 d13	wt wt
14	4.13	3492	w453 w453 d13 d13	wt wt
15	3.99	3492	w453 w453 d13 d13	wt wt
16	3.93	3492	w453 w453 d13 d13	wt wt
17	3.82	3492	w453 w453 d13 d13	wt wt
18	3.54	3492	w453 w453 d13 d13	wt wt
19	3.35	3492	w453 w453 d13 d13	wt wt
20	3.16	3492	w453 w453 d13 d13	wt wt
21	2.86	3492	w453 w453 d13 d13	wt wt
22	2.64	3492	w453 w453 d13 d13	wt wt
23	2.34	3492	w453 w453 d13 d13	wt wt
24	1.95	3492	w453 w453 d13 d13	wt wt
25	1.81	3492	w453 w453 d13 d13	wt wt
26	1.47	3492	w453 w453 d13 d13	wt wt
27	1.1	3492	w453 w453 d13 d13	wt wt
28	0.88	3492	w453 w453 d13 d13	wt wt
29	0.87	3492	w453 w453 d13 d13	wt wt
30	0	3492	w453 w453 d13 d13	wt wt
31	0	3492	w453 w453 d13 d13	wt wt
32	0	3492	w453 w453 d13 d13	wt wt
33	0	3492	w453 w453 d13 d13	wt wt
34	0	3492	w453 w453 d13 d13	wt wt
35	0	3492	w453 w453 d13 d13	wt wt
36	0	3492	w453 w453 d13 d13	wt wt
37	0	3492	w453 w453 d13 d13	wt wt
1	2.31	3550	gof gof D(I) D(I)	gof gof D(I) D(I)
2	2.22	3550	gof gof D(I) D(I)	gof gof D(I) D(I)
3	2.46	3550	gof gof D(I) D(I)	gof gof D(I) D(I)
4	2.92	3550	gof gof D(I) D(I)	gof gof D(I) D(I)
5	3.48	3550	gof gof D(I) D(I)	gof gof D(I) D(I)
6	3.72	3550	gof gof D(I) D(I)	gof gof D(I) D(I)
7	3.88	3550	gof gof D(I) D(I)	gof gof D(I) D(I)
8	3.94	3550	gof gof D(I) D(I)	gof gof D(I) D(I)
9	3.96	3550	gof gof D(I) D(I)	gof gof D(I) D(I)
10	3.78	3550	gof gof D(I) D(I)	gof gof D(I) D(I)
11	3.73	3550	gof gof D(I) D(I)	gof gof D(I) D(I)
12	3.65	3550	gof gof D(I) D(I)	gof gof D(I) D(I)
13	3.48	3550	gof gof D(I) D(I)	gof gof D(I) D(I)
14	3.43	3550	gof gof D(I) D(I)	gof gof D(I) D(I)
15	3.26	3550	gof gof D(I) D(I)	gof gof D(I) D(I)
16	3.18	3550	gof gof D(I) D(I)	gof gof D(I) D(I)
17	3.02	3550	gof gof D(I) D(I)	gof gof D(I) D(I)
18	2.68	3550	gof gof D(I) D(I)	gof gof D(I) D(I)
19	2.33	3550	gof gof D(I) D(I)	gof gof D(I) D(I)
20	2.36	3550	gof gof D(I) D(I)	gof gof D(I) D(I)
21	1.62	3550	gof gof D(I) D(I)	gof gof D(I) D(I)
22	1.32	3550	gof gof D(I) D(I)	gof gof D(I) D(I)
23	0.91	3550	gof gof D(I) D(I)	gof gof D(I) D(I)
24	0	3550	gof gof D(I) D(I)	gof gof D(I) D(I)
25	0	3550	gof gof D(I) D(I)	gof gof D(I) D(I)
26	0	3550	gof gof D(I) D(I)	gof gof D(I) D(I)
27	0	3550	gof gof D(I) D(I)	gof gof D(I) D(I)
28	0	3550	gof gof D(I) D(I)	gof gof D(I) D(I)
29	0	3550	gof gof D(I) D(I)	gof gof D(I) D(I)
30	0	3550	gof gof D(I) D(I)	gof gof D(I) D(I)
31	0	3550	gof gof D(I) D(I)	gof gof D(I) D(I)
32	0	3550	gof gof D(I) D(I)	gof gof D(I) D(I)
33	0	3550	gof gof D(I) D(I)	gof gof D(I) D(I)
34	0	3550	gof gof D(I) D(I)	gof gof D(I) D(I)
35	0	3550	gof gof D(I) D(I)	gof gof D(I) D(I)
36	0	3550	gof gof D(I) D(I)	gof gof D(I) D(I)
37	0	3550	gof gof D(I) D(I)	gof gof D(I) D(I)
1	2.33	3498	gof gof D D	gof gof
2	2.23	3498	gof gof D D	gof gof
3	2.41	3498	gof gof D D	gof gof
4	2.72	3498	gof gof D D	gof gof
5	3.27	3498	gof gof D D	gof gof
6	3.47	3498	gof gof D D	gof gof
7	3.58	3498	gof gof D D	gof gof
8	3.6	3498	gof gof D D	gof gof
9	3.5	3498	gof gof D D	gof gof
10	3.47	3498	gof gof D D	gof gof
11	3.52	3498	gof gof D D	gof gof
12	3.5	3498	gof gof D D	gof gof
13	3.46	3498	gof gof D D	gof gof
14	3.41	3498	gof gof D D	gof gof
15	3.23	3498	gof gof D D	gof gof
16	3.24	3498	gof gof D D	gof gof
17	3.1	3498	gof gof D D	gof gof
18	2.9	3498	gof gof D D	gof gof
19	2.8	3498	gof gof D D	gof gof
20	2.74	3498	gof gof D D	gof gof
21	2.5	3498	gof gof D D	gof gof
22	2.31	3498	gof gof D D	gof gof
23	2.23	3498	gof gof D D	gof gof
24	1.88	3498	gof gof D D	gof gof
25	1.6	3498	gof gof D D	gof gof
26	0.99	3498	gof gof D D	gof gof
27	0.87	3498	gof gof D D	gof gof
28	0	3498	gof gof D D	gof gof
29	0	3498	gof gof D D	gof gof
30	0	3498	gof gof D D	gof gof
31	0	3498	gof gof D D	gof gof
32	0	3498	gof gof D D	gof gof
33	0	3498	gof gof D D	gof gof
34	0	3498	gof gof D D	gof gof
35	0	3498	gof gof D D	gof gof
36	0	3498	gof gof D D	gof gof
37	0	3498	gof gof D D	gof gof
1	2.62	3491	w453 w453 d13 d13	wt wt
2	2.44	3491	w453 w453 d13 d13	wt wt
3	2.42	3491	w453 w453 d13 d13	wt wt
4	2.93	3491	w453 w453 d13 d13	wt wt
5	3.62	3491	w453 w453 d13 d13	wt wt
6	3.84	3491	w453 w453 d13 d13	wt wt
7	4.1	3491	w453 w453 d13 d13	wt wt
8	4.18	3491	w453 w453 d13 d13	wt wt
9	4.13	3491	w453 w453 d13 d13	wt wt
10	4.11	3491	w453 w453 d13 d13	wt wt
11	4.08	3491	w453 w453 d13 d13	wt wt
12	3.95	3491	w453 w453 d13 d13	wt wt
13	4.1	3491	w453 w453 d13 d13	wt wt
14	3.91	3491	w453 w453 d13 d13	wt wt
15	3.93	3491	w453 w453 d13 d13	wt wt
16	3.68	3491	w453 w453 d13 d13	wt wt
17	3.48	3491	w453 w453 d13 d13	wt wt
18	3.37	3491	w453 w453 d13 d13	wt wt
19	3.06	3491	w453 w453 d13 d13	wt wt
20	2.7	3491	w453 w453 d13 d13	wt wt
21	2.58	3491	w453 w453 d13 d13	wt wt
22	2.25	3491	w453 w453 d13 d13	wt wt
23	1.75	3491	w453 w453 d13 d13	wt wt
24	1.36	3491	w453 w453 d13 d13	wt wt
25	1.43	3491	w453 w453 d13 d13	wt wt
26	1.18	3491	w453 w453 d13 d13	wt wt
27	1.05	3491	w453 w453 d13 d13	wt wt
28	0.76	3491	w453 w453 d13 d13	wt wt
29	0.59	3491	w453 w453 d13 d13	wt wt
30	0	3491	w453 w453 d13 d13	wt wt
31	0	3491	w453 w453 d13 d13	wt wt
32	0	3491	w453 w453 d13 d13	wt wt
33	0	3491	w453 w453 d13 d13	wt wt
34	0	3491	w453 w453 d13 d13	wt wt
35	0	3491	w453 w453 d13 d13	wt wt
36	0	3491	w453 w453 d13 d13	wt wt
37	0	3491	w453 w453 d13 d13	wt wt
1	2.58	3354	gof gof	gof gof
2	2.42	3354	gof gof	gof gof
3	2.4	3354	gof gof	gof gof
4	2.84	3354	gof gof	gof gof
5	3.32	3354	gof gof	gof gof
6	3.69	3354	gof gof	gof gof
7	3.74	3354	gof gof	gof gof
8	3.73	3354	gof gof	gof gof
9	3.71	3354	gof gof	gof gof
10	3.67	3354	gof gof	gof gof
11	3.54	3354	gof gof	gof gof
12	3.44	3354	gof gof	gof gof
13	3.43	3354	gof gof	gof gof
14	3.31	3354	gof gof	gof gof
15	3.3	3354	gof gof	gof gof
16	3.16	3354	gof gof	gof gof
17	3.09	3354	gof gof	gof gof
18	2.96	3354	gof gof	gof gof
19	2.54	3354	gof gof	gof gof
20	2.48	3354	gof gof	gof gof
21	2.14	3354	gof gof	gof gof
22	1.64	3354	gof gof	gof gof
23	1.49	3354	gof gof	gof gof
24	1.04	3354	gof gof	gof gof
25	0.69	3354	gof gof	gof gof
26	0	3354	gof gof	gof gof
27	0	3354	gof gof	gof gof
28	0	3354	gof gof	gof gof
29	0	3354	gof gof	gof gof
30	0	3354	gof gof	gof gof
31	0	3354	gof gof	gof gof
32	0	3354	gof gof	gof gof
33	0	3354	gof gof	gof gof
34	0	3354	gof gof	gof gof
35	0	3354	gof gof	gof gof
36	0	3354	gof gof	gof gof
37	0	3354	gof gof	gof gof
1	2.62	3037	res res	res res
2	2.53	3037	res res	res res
3	2.59	3037	res res	res res
4	3.21	3037	res res	res res
5	3.85	3037	res res	res res
6	4.07	3037	res res	res res
7	4.16	3037	res res	res res
8	4.19	3037	res res	res res
9	4.27	3037	res res	res res
10	4.29	3037	res res	res res
11	4.24	3037	res res	res res
12	4.19	3037	res res	res res
13	4.14	3037	res res	res res
14	4.14	3037	res res	res res
15	4.12	3037	res res	res res
16	4	3037	res res	res res
17	3.97	3037	res res	res res
18	3.89	3037	res res	res res
19	3.74	3037	res res	res res
20	3.71	3037	res res	res res
21	3.63	3037	res res	res res
22	3.52	3037	res res	res res
23	3.32	3037	res res	res res
24	3.13	3037	res res	res res
25	2.98	3037	res res	res res
26	2.82	3037	res res	res res
27	2.77	3037	res res	res res
28	2.66	3037	res res	res res
29	2.02	3037	res res	res res
30	1.95	3037	res res	res res
31	1.49	3037	res res	res res
32	0.84	3037	res res	res res
33	0.84	3037	res res	res res
34	0	3037	res res	res res
35	0	3037	res res	res res
36	0	3037	res res	res res
37	0	3037	res res	res res
1	2.7	3051	b13hd b13hd	b13hd b13hd
2	2.52	3051	b13hd b13hd	b13hd b13hd
3	2.56	3051	b13hd b13hd	b13hd b13hd
4	3.04	3051	b13hd b13hd	b13hd b13hd
5	3.78	3051	b13hd b13hd	b13hd b13hd
6	3.97	3051	b13hd b13hd	b13hd b13hd
7	4.06	3051	b13hd b13hd	b13hd b13hd
8	4.27	3051	b13hd b13hd	b13hd b13hd
9	4.14	3051	b13hd b13hd	b13hd b13hd
10	4.12	3051	b13hd b13hd	b13hd b13hd
11	4.08	3051	b13hd b13hd	b13hd b13hd
12	4.05	3051	b13hd b13hd	b13hd b13hd
13	4.01	3051	b13hd b13hd	b13hd b13hd
14	3.92	3051	b13hd b13hd	b13hd b13hd
15	3.94	3051	b13hd b13hd	b13hd b13hd
16	3.82	3051	b13hd b13hd	b13hd b13hd
17	3.83	3051	b13hd b13hd	b13hd b13hd
18	3.76	3051	b13hd b13hd	b13hd b13hd
19	3.84	3051	b13hd b13hd	b13hd b13hd
20	3.75	3051	b13hd b13hd	b13hd b13hd
21	3.73	3051	b13hd b13hd	b13hd b13hd
22	3.73	3051	b13hd b13hd	b13hd b13hd
23	3.39	3051	b13hd b13hd	b13hd b13hd
24	3.3	3051	b13hd b13hd	b13hd b13hd
25	3.26	3051	b13hd b13hd	b13hd b13hd
26	3.25	3051	b13hd b13hd	b13hd b13hd
27	3.13	3051	b13hd b13hd	b13hd b13hd
28	3.03	3051	b13hd b13hd	b13hd b13hd
29	2.77	3051	b13hd b13hd	b13hd b13hd
30	2.34	3051	b13hd b13hd	b13hd b13hd
31	2.05	3051	b13hd b13hd	b13hd b13hd
32	1.81	3051	b13hd b13hd	b13hd b13hd
33	1.46	3051	b13hd b13hd	b13hd b13hd
34	1.03	3051	b13hd b13hd	b13hd b13hd
35	0.56	3051	b13hd b13hd	b13hd b13hd
36	0	3051	b13hd b13hd	b13hd b13hd
37	0	3051	b13hd b13hd	b13hd b13hd
1	2.51	3178	wt wt	wt wt
2	2.65	3178	wt wt	wt wt
3	3.05	3178	wt wt	wt wt
4	3.76	3178	wt wt	wt wt
5	3.92	3178	wt wt	wt wt
6	4.02	3178	wt wt	wt wt
7	4.05	3178	wt wt	wt wt
8	4.16	3178	wt wt	wt wt
9	4.21	3178	wt wt	wt wt
10	4.17	3178	wt wt	wt wt
11	4.15	3178	wt wt	wt wt
12	4.15	3178	wt wt	wt wt
13	4.11	3178	wt wt	wt wt
14	3.88	3178	wt wt	wt wt
15	3.86	3178	wt wt	wt wt
16	3.75	3178	wt wt	wt wt
17	3.57	3178	wt wt	wt wt
18	3.39	3178	wt wt	wt wt
19	3.13	3178	wt wt	wt wt
20	2.89	3178	wt wt	wt wt
21	2.77	3178	wt wt	wt wt
22	2.6	3178	wt wt	wt wt
23	2.27	3178	wt wt	wt wt
24	1.95	3178	wt wt	wt wt
25	1.74	3178	wt wt	wt wt
26	1.41	3178	wt wt	wt wt
27	1.15	3178	wt wt	wt wt
28	0.64	3178	wt wt	wt wt
29	0.54	3178	wt wt	wt wt
30	0	3178	wt wt	wt wt
31	0	3178	wt wt	wt wt
32	0	3178	wt wt	wt wt
33	0	3178	wt wt	wt wt
34	0	3178	wt wt	wt wt
35	0	3178	wt wt	wt wt
36	0	3178	wt wt	wt wt
37	0	3178	wt wt	wt wt
1	2.68	DD5	gof gof	gof gof
2	2.53	DD5	gof gof	gof gof
3	2.51	DD5	gof gof	gof gof
4	2.67	DD5	gof gof	gof gof
5	3.12	DD5	gof gof	gof gof
6	3.68	DD5	gof gof	gof gof
7	4.05	DD5	gof gof	gof gof
8	4.03	DD5	gof gof	gof gof
9	4.29	DD5	gof gof	gof gof
10	4.3	DD5	gof gof	gof gof
11	4.22	DD5	gof gof	gof gof
12	4.27	DD5	gof gof	gof gof
13	4.24	DD5	gof gof	gof gof
14	4.09	DD5	gof gof	gof gof
15	3.91	DD5	gof gof	gof gof
16	3.71	DD5	gof gof	gof gof
17	3.55	DD5	gof gof	gof gof
18	3.44	DD5	gof gof	gof gof
19	3.12	DD5	gof gof	gof gof
20	2.48	DD5	gof gof	gof gof
21	2.11	DD5	gof gof	gof gof
22	2.48	DD5	gof gof	gof gof
23	1.31	DD5	gof gof	gof gof
24	1.02	DD5	gof gof	gof gof
25	0.99	DD5	gof gof	gof gof
26	0.5	DD5	gof gof	gof gof
27	0	DD5	gof gof	gof gof
28	0	DD5	gof gof	gof gof
29	0	DD5	gof gof	gof gof
30	0	DD5	gof gof	gof gof
31	0	DD5	gof gof	gof gof
32	0	DD5	gof gof	gof gof
33	0	DD5	gof gof	gof gof
34	0	DD5	gof gof	gof gof
35	0	DD5	gof gof	gof gof
36	0	DD5	gof gof	gof gof
37	0	DD5	gof gof	gof gof
1	2.76	3048	wt wt	wt wt
2	2.49	3048	wt wt	wt wt
3	2.64	3048	wt wt	wt wt
4	3	3048	wt wt	wt wt
5	3.72	3048	wt wt	wt wt
6	4.11	3048	wt wt	wt wt
7	4.25	3048	wt wt	wt wt
8	4.09	3048	wt wt	wt wt
9	4.33	3048	wt wt	wt wt
10	4.27	3048	wt wt	wt wt
11	4.29	3048	wt wt	wt wt
12	4.29	3048	wt wt	wt wt
13	4.29	3048	wt wt	wt wt
14	4.3	3048	wt wt	wt wt
15	4.22	3048	wt wt	wt wt
16	4.05	3048	wt wt	wt wt
17	3.97	3048	wt wt	wt wt
18	3.89	3048	wt wt	wt wt
19	3.79	3048	wt wt	wt wt
20	3.64	3048	wt wt	wt wt
21	3.39	3048	wt wt	wt wt
22	3.08	3048	wt wt	wt wt
23	2.86	3048	wt wt	wt wt
24	2.6	3048	wt wt	wt wt
25	2.29	3048	wt wt	wt wt
26	2.07	3048	wt wt	wt wt
27	1.72	3048	wt wt	wt wt
28	1.49	3048	wt wt	wt wt
29	0.88	3048	wt wt	wt wt
30	0.67	3048	wt wt	wt wt
31	0	3048	wt wt	wt wt
32	0	3048	wt wt	wt wt
33	0	3048	wt wt	wt wt
34	0	3048	wt wt	wt wt
35	0	3048	wt wt	wt wt
36	0	3048	wt wt	wt wt
37	0	3048	wt wt	wt wt
1	2.53	3097	res res	res res
2	2.46	3097	res res	res res
3	2.69	3097	res res	res res
4	3.4	3097	res res	res res
5	3.86	3097	res res	res res
6	4.1	3097	res res	res res
7	4.35	3097	res res	res res
8	4.42	3097	res res	res res
9	4.37	3097	res res	res res
10	4.36	3097	res res	res res
11	4.23	3097	res res	res res
12	4.16	3097	res res	res res
13	4.14	3097	res res	res res
14	4.03	3097	res res	res res
15	3.99	3097	res res	res res
16	3.84	3097	res res	res res
17	3.74	3097	res res	res res
18	3.88	3097	res res	res res
19	3.81	3097	res res	res res
20	3.75	3097	res res	res res
21	3.72	3097	res res	res res
22	3.6	3097	res res	res res
23	3.52	3097	res res	res res
24	3.36	3097	res res	res res
25	3.2	3097	res res	res res
26	2.98	3097	res res	res res
27	2.75	3097	res res	res res
28	2.63	3097	res res	res res
29	2.35	3097	res res	res res
30	2.18	3097	res res	res res
31	1.76	3097	res res	res res
32	1.46	3097	res res	res res
33	0.95	3097	res res	res res
34	0	3097	res res	res res
35	0	3097	res res	res res
36	0	3097	res res	res res
37	0	3097	res res	res res
1	2.56	3119	b13hd b13hd	b13hd b13hd
2	2.76	3119	b13hd b13hd	b13hd b13hd
3	2.45	3119	b13hd b13hd	b13hd b13hd
4	2.85	3119	b13hd b13hd	b13hd b13hd
5	3.45	3119	b13hd b13hd	b13hd b13hd
6	3.8	3119	b13hd b13hd	b13hd b13hd
7	4.04	3119	b13hd b13hd	b13hd b13hd
8	4.09	3119	b13hd b13hd	b13hd b13hd
9	4.06	3119	b13hd b13hd	b13hd b13hd
10	4.05	3119	b13hd b13hd	b13hd b13hd
11	3.99	3119	b13hd b13hd	b13hd b13hd
12	3.82	3119	b13hd b13hd	b13hd b13hd
13	3.85	3119	b13hd b13hd	b13hd b13hd
14	3.77	3119	b13hd b13hd	b13hd b13hd
15	3.8	3119	b13hd b13hd	b13hd b13hd
16	3.72	3119	b13hd b13hd	b13hd b13hd
17	3.59	3119	b13hd b13hd	b13hd b13hd
18	3.71	3119	b13hd b13hd	b13hd b13hd
19	3.54	3119	b13hd b13hd	b13hd b13hd
20	3.51	3119	b13hd b13hd	b13hd b13hd
21	3.31	3119	b13hd b13hd	b13hd b13hd
22	3.24	3119	b13hd b13hd	b13hd b13hd
23	3.27	3119	b13hd b13hd	b13hd b13hd
24	3.2	3119	b13hd b13hd	b13hd b13hd
25	3.14	3119	b13hd b13hd	b13hd b13hd
26	2.82	3119	b13hd b13hd	b13hd b13hd
27	2.63	3119	b13hd b13hd	b13hd b13hd
28	2.61	3119	b13hd b13hd	b13hd b13hd
29	2.36	3119	b13hd b13hd	b13hd b13hd
30	1.93	3119	b13hd b13hd	b13hd b13hd
31	1.5	3119	b13hd b13hd	b13hd b13hd
32	1.04	3119	b13hd b13hd	b13hd b13hd
33	0.49	3119	b13hd b13hd	b13hd b13hd
34	0.45	3119	b13hd b13hd	b13hd b13hd
35	0	3119	b13hd b13hd	b13hd b13hd
36	0	3119	b13hd b13hd	b13hd b13hd
37	0	3119	b13hd b13hd	b13hd b13hd
